timestamp,label,date,method,window_name,scenario,P_pv_kw,P_smooth_kw,P_batt_req_kw,P_batt_act_kw,SoC_actual,P_out_act_kw,is_active
2024-04-03 12:35:00,cloudy,2024-04-03,EMA,20min,large,532.0,1897.608033633391,1365.608033633391,1365.608033633391,0.5395335007006956,1897.608033633391,1
2024-04-03 12:40:00,cloudy,2024-04-03,EMA,20min,large,2742.0,2235.3648201800343,-506.63517981996574,-506.63517981996574,0.5465701004204173,2235.3648201800343,1
2024-04-03 12:45:00,cloudy,2024-04-03,EMA,20min,large,747.0,1640.0188921080205,893.0188921080205,893.0188921080205,0.5341670602522504,1640.0188921080205,1
2024-04-03 12:50:00,cloudy,2024-04-03,EMA,20min,large,3792.0,2500.8113352648124,-1291.1886647351876,-1291.1886647351876,0.5521002361513502,2500.8113352648124,1
2024-04-03 12:55:00,cloudy,2024-04-03,EMA,20min,large,887.0,1855.2868011588876,968.2868011588876,968.2868011588876,0.5386518083574767,1855.2868011588876,1
2024-04-03 13:00:00,cloudy,2024-04-03,EMA,20min,large,901.0,1473.5720806953325,572.5720806953325,572.5720806953325,0.5306994183478193,1473.5720806953325,1
2024-04-03 13:05:00,cloudy,2024-04-03,EMA,20min,large,794.0,1201.7432484171995,407.74324841719954,407.74324841719954,0.5250363176753582,1201.7432484171995,1
2024-04-03 13:10:00,cloudy,2024-04-03,EMA,20min,large,3785.0,2235.04594905032,-1549.95405094968,-1500.0,0.5458696510086916,2285.0,1
2024-04-03 13:15:00,cloudy,2024-04-03,EMA,20min,large,3788.0,2856.227569430192,-931.772430569808,-931.772430569808,0.5588109347666056,2856.227569430192,1
2024-04-03 13:20:00,cloudy,2024-04-03,EMA,20min,large,3658.0,3176.936541658115,-481.06345834188505,-481.06345834188505,0.5654923716880207,3176.936541658115,1
2024-04-03 13:25:00,cloudy,2024-04-03,EMA,20min,large,1583.0,2539.361924994869,956.3619249948688,956.3619249948688,0.5522095671742031,2539.361924994869,1
2024-04-03 13:30:00,cloudy,2024-04-03,EMA,20min,large,3790.0,3039.6171549969213,-750.3828450030787,-750.3828450030787,0.5626315511325792,3039.6171549969213,1
2024-04-03 13:35:00,cloudy,2024-04-03,EMA,20min,large,798.0,2142.9702929981527,1344.9702929981527,1344.9702929981527,0.5439514081742716,2142.9702929981527,1
2024-04-03 13:40:00,cloudy,2024-04-03,EMA,20min,large,2394.0,2243.382175798892,-150.61782420110785,-150.61782420110785,0.546043322399287,2243.382175798892,1
2024-04-03 13:45:00,cloudy,2024-04-03,EMA,20min,large,1891.0,2102.429305479335,211.4293054793352,211.4293054793352,0.5431068042676296,2102.429305479335,1
2024-04-03 13:50:00,cloudy,2024-04-03,EMA,20min,large,3123.0,2510.657583287601,-612.342416712399,-612.342416712399,0.5516115600553018,2510.657583287601,1
2024-04-03 13:55:00,cloudy,2024-04-03,EMA,20min,large,3788.0,3021.5945499725603,-766.4054500274397,-766.4054500274397,0.5622560801945717,3021.5945499725603,1
2024-04-03 14:00:00,cloudy,2024-04-03,EMA,20min,large,813.0,2138.156729983536,1325.156729983536,1325.156729983536,0.5438511256114671,2138.156729983536,1
2024-04-03 14:05:00,cloudy,2024-04-03,EMA,20min,large,1814.0,2008.4940379901216,194.49403799012157,194.49403799012157,0.5411498195282709,2008.4940379901216,1
2024-04-03 14:10:00,cloudy,2024-04-03,EMA,20min,large,3789.0,2720.696422794073,-1068.303577205927,-1068.303577205927,0.5559873692116866,2720.696422794073,1
2024-04-03 14:15:00,cloudy,2024-04-03,EMA,20min,large,1205.0,2114.417853676444,909.4178536764439,909.4178536764439,0.5433565656884026,2114.417853676444,1
2024-04-03 14:20:00,cloudy,2024-04-03,EMA,20min,large,1517.0,1875.4507122058665,358.45071220586647,358.45071220586647,0.5383780835744323,1875.4507122058665,1
2024-04-03 14:25:00,cloudy,2024-04-03,EMA,20min,large,1080.0,1557.2704273235197,477.2704273235197,477.2704273235197,0.5317493276393834,1557.2704273235197,1
2024-04-03 14:30:00,cloudy,2024-04-03,EMA,20min,large,3021.0,2142.762256394112,-878.2377436058882,-878.2377436058882,0.5439470740783541,2142.762256394112,1
2024-04-03 14:35:00,cloudy,2024-04-03,EMA,20min,large,969.0,1673.2573538364672,704.2573538364672,704.2573538364672,0.5341657219417365,1673.2573538364672,1
2024-04-03 14:40:00,cloudy,2024-04-03,EMA,20min,large,1355.0,1545.9544123018804,190.95441230188044,190.95441230188044,0.5315135773264326,1545.9544123018804,1
2024-04-03 14:45:00,cloudy,2024-04-03,EMA,20min,large,2476.0,1917.9726473811284,-558.0273526188716,-558.0273526188716,0.5392639572239168,1917.9726473811284,1
2024-04-03 14:50:00,cloudy,2024-04-03,EMA,20min,large,1674.0,1820.3835884286768,146.38358842867683,146.38358842867683,0.5372308518290742,1820.3835884286768,1
2024-04-03 14:55:00,cloudy,2024-04-03,EMA,20min,large,1270.0,1600.230153057206,330.23015305720605,330.23015305720605,0.5326443219255018,1600.230153057206,1
2024-04-03 15:00:00,cloudy,2024-04-03,EMA,20min,large,1223.0,1449.3380918343237,226.33809183432368,226.33809183432368,0.5295007373166918,1449.3380918343237,1
